Season,Round,EventName,Driver,AvgQualiTime
2023,1,Bahrain Grand Prix,VER,107.982444
2023,1,Bahrain Grand Prix,PER,108.785444
2023,1,Bahrain Grand Prix,LEC,109.3064
2023,1,Bahrain Grand Prix,SAI,101.4991
2023,1,Bahrain Grand Prix,ALO,106.9578
2023,1,Bahrain Grand Prix,RUS,106.5589
2023,1,Bahrain Grand Prix,HAM,102.7708
2023,1,Bahrain Grand Prix,STR,102.791272
2023,1,Bahrain Grand Prix,OCO,104.808555
2023,1,Bahrain Grand Prix,HUL,103.1039
2023,1,Bahrain Grand Prix,NOR,104.41425
2023,1,Bahrain Grand Prix,BOT,107.541625
2023,1,Bahrain Grand Prix,ZHO,107.1355
2023,1,Bahrain Grand Prix,TSU,104.692555
2023,1,Bahrain Grand Prix,ALB,109.1628
2023,1,Bahrain Grand Prix,SAR,104.16775
2023,1,Bahrain Grand Prix,MAG,102.9635
2023,1,Bahrain Grand Prix,PIA,105.21625
2023,1,Bahrain Grand Prix,DEV,101.3246
2023,1,Bahrain Grand Prix,GAS,102.76775
2023,2,Saudi Arabian Grand Prix,PER,106.564363
2023,2,Saudi Arabian Grand Prix,LEC,103.976333
2023,2,Saudi Arabian Grand Prix,ALO,105.193769
2023,2,Saudi Arabian Grand Prix,RUS,108.400066
2023,2,Saudi Arabian Grand Prix,SAI,107.82175
2023,2,Saudi Arabian Grand Prix,STR,107.5742
2023,2,Saudi Arabian Grand Prix,OCO,104.821263
2023,2,Saudi Arabian Grand Prix,HAM,105.407333
2023,2,Saudi Arabian Grand Prix,PIA,104.023941
2023,2,Saudi Arabian Grand Prix,GAS,104.284222
2023,2,Saudi Arabian Grand Prix,HUL,106.830928
2023,2,Saudi Arabian Grand Prix,ZHO,106.963714
2023,2,Saudi Arabian Grand Prix,MAG,104.889818
2023,2,Saudi Arabian Grand Prix,BOT,107.466571
2023,2,Saudi Arabian Grand Prix,VER,122.255
2023,2,Saudi Arabian Grand Prix,TSU,110.279125
2023,2,Saudi Arabian Grand Prix,ALB,109.861857
2023,2,Saudi Arabian Grand Prix,DEV,114.46775
2023,2,Saudi Arabian Grand Prix,NOR,94.2345
2023,2,Saudi Arabian Grand Prix,SAR,111.78
2023,3,Australian Grand Prix,VER,94.188555
2023,3,Australian Grand Prix,RUS,90.608833
2023,3,Australian Grand Prix,HAM,91.503652
2023,3,Australian Grand Prix,ALO,91.6806
2023,3,Australian Grand Prix,SAI,99.464095
2023,3,Australian Grand Prix,STR,94.8988
2023,3,Australian Grand Prix,LEC,100.257777
2023,3,Australian Grand Prix,ALB,92.144857
2023,3,Australian Grand Prix,GAS,89.843857
2023,3,Australian Grand Prix,HUL,92.5295
2023,3,Australian Grand Prix,OCO,93.474533
2023,3,Australian Grand Prix,TSU,95.752823
2023,3,Australian Grand Prix,NOR,96.305904
2023,3,Australian Grand Prix,MAG,93.737642
2023,3,Australian Grand Prix,DEV,94.277947
2023,3,Australian Grand Prix,PIA,97.358
2023,3,Australian Grand Prix,ZHO,95.4316
2023,3,Australian Grand Prix,SAR,95.803
2023,3,Australian Grand Prix,BOT,90.4752
2023,3,Australian Grand Prix,PER,100.187
2023,4,Azerbaijan Grand Prix,LEC,117.77223
2023,4,Azerbaijan Grand Prix,VER,115.387454
2023,4,Azerbaijan Grand Prix,PER,114.840818
2023,4,Azerbaijan Grand Prix,SAI,116.325615
2023,4,Azerbaijan Grand Prix,HAM,112.469285
2023,4,Azerbaijan Grand Prix,ALO,113.305214
2023,4,Azerbaijan Grand Prix,NOR,116.429
2023,4,Azerbaijan Grand Prix,TSU,115.738933
2023,4,Azerbaijan Grand Prix,STR,116.038357
2023,4,Azerbaijan Grand Prix,PIA,114.3972
2023,4,Azerbaijan Grand Prix,RUS,114.555545
2023,4,Azerbaijan Grand Prix,OCO,118.424
2023,4,Azerbaijan Grand Prix,ALB,116.630416
2023,4,Azerbaijan Grand Prix,BOT,119.02825
2023,4,Azerbaijan Grand Prix,SAR,116.683
2023,4,Azerbaijan Grand Prix,ZHO,121.476
2023,4,Azerbaijan Grand Prix,HUL,116.183571
2023,4,Azerbaijan Grand Prix,MAG,121.11175
2023,4,Azerbaijan Grand Prix,GAS,115.3475
2023,4,Azerbaijan Grand Prix,DEV,115.282
2023,5,Miami Grand Prix,PER,107.213083
2023,5,Miami Grand Prix,ALO,107.350083
2023,5,Miami Grand Prix,SAI,113.278083
2023,5,Miami Grand Prix,MAG,103.100166
2023,5,Miami Grand Prix,GAS,106.649692
2023,5,Miami Grand Prix,RUS,104.81625
2023,5,Miami Grand Prix,LEC,109.159461
2023,5,Miami Grand Prix,OCO,106.633384
2023,5,Miami Grand Prix,VER,98.7745
2023,5,Miami Grand Prix,BOT,107.039727
2023,5,Miami Grand Prix,ALB,116.553916
2023,5,Miami Grand Prix,HUL,104.901454
2023,5,Miami Grand Prix,HAM,100.955888
2023,5,Miami Grand Prix,ZHO,107.175833
2023,5,Miami Grand Prix,DEV,103.25309
2023,5,Miami Grand Prix,NOR,111.989
2023,5,Miami Grand Prix,TSU,111.1035
2023,5,Miami Grand Prix,STR,109.893166
2023,5,Miami Grand Prix,PIA,113.040714
2023,5,Miami Grand Prix,SAR,110.988625
2023,6,Monaco Grand Prix,VER,94.170782
2023,6,Monaco Grand Prix,ALO,88.188736
2023,6,Monaco Grand Prix,LEC,93.4828
2023,6,Monaco Grand Prix,OCO,90.5201
2023,6,Monaco Grand Prix,SAI,94.82609
2023,6,Monaco Grand Prix,HAM,90.807153
2023,6,Monaco Grand Prix,GAS,88.264473
2023,6,Monaco Grand Prix,RUS,90.591458
2023,6,Monaco Grand Prix,TSU,89.449434
2023,6,Monaco Grand Prix,NOR,91.707388
2023,6,Monaco Grand Prix,PIA,90.596
2023,6,Monaco Grand Prix,DEV,86.978133
2023,6,Monaco Grand Prix,ALB,88.071692
2023,6,Monaco Grand Prix,STR,85.855533
2023,6,Monaco Grand Prix,BOT,91.262277
2023,6,Monaco Grand Prix,SAR,88.4604
2023,6,Monaco Grand Prix,MAG,95.346571
2023,6,Monaco Grand Prix,HUL,97.382833
2023,6,Monaco Grand Prix,ZHO,91.450454
2023,6,Monaco Grand Prix,PER,100.669
2023,7,Spanish Grand Prix,VER,96.418
2023,7,Spanish Grand Prix,SAI,89.906428
2023,7,Spanish Grand Prix,NOR,85.40423
2023,7,Spanish Grand Prix,GAS,87.963833
2023,7,Spanish Grand Prix,HAM,89.421642
2023,7,Spanish Grand Prix,STR,86.0345
2023,7,Spanish Grand Prix,OCO,86.363166
2023,7,Spanish Grand Prix,HUL,82.401727
2023,7,Spanish Grand Prix,ALO,85.0399
2023,7,Spanish Grand Prix,PIA,89.007727
2023,7,Spanish Grand Prix,PER,97.289181
2023,7,Spanish Grand Prix,RUS,89.252416
2023,7,Spanish Grand Prix,ZHO,96.5169
2023,7,Spanish Grand Prix,DEV,89.1923
2023,7,Spanish Grand Prix,TSU,87.79523
2023,7,Spanish Grand Prix,BOT,98.005833
2023,7,Spanish Grand Prix,MAG,83.6102
2023,7,Spanish Grand Prix,ALB,91.75
2023,7,Spanish Grand Prix,LEC,93.905
2023,7,Spanish Grand Prix,SAR,86.3895
2023,8,Canadian Grand Prix,VER,87.992473
2023,8,Canadian Grand Prix,HUL,91.121526
2023,8,Canadian Grand Prix,ALO,94.578
2023,8,Canadian Grand Prix,HAM,96.546095
2023,8,Canadian Grand Prix,RUS,97.168684
2023,8,Canadian Grand Prix,OCO,92.214578
2023,8,Canadian Grand Prix,NOR,91.51625
2023,8,Canadian Grand Prix,SAI,93.608857
2023,8,Canadian Grand Prix,PIA,94.36645
2023,8,Canadian Grand Prix,ALB,92.667555
2023,8,Canadian Grand Prix,LEC,92.728157
2023,8,Canadian Grand Prix,PER,92.42565
2023,8,Canadian Grand Prix,STR,92.479875
2023,8,Canadian Grand Prix,MAG,96.829777
2023,8,Canadian Grand Prix,BOT,94.1775
2023,8,Canadian Grand Prix,TSU,95.308777
2023,8,Canadian Grand Prix,GAS,90.141
2023,8,Canadian Grand Prix,DEV,93.8395
2023,8,Canadian Grand Prix,SAR,93.387833
2023,8,Canadian Grand Prix,ZHO,95.007444
2023,9,Austrian Grand Prix,VER,91.106176
2023,9,Austrian Grand Prix,LEC,85.578684
2023,9,Austrian Grand Prix,SAI,83.557941
2023,9,Austrian Grand Prix,NOR,82.8225
2023,9,Austrian Grand Prix,HAM,82.464562
2023,9,Austrian Grand Prix,STR,85.706882
2023,9,Austrian Grand Prix,ALO,76.977411
2023,9,Austrian Grand Prix,HUL,83.477125
2023,9,Austrian Grand Prix,GAS,75.529416
2023,9,Austrian Grand Prix,ALB,77.791461
2023,9,Austrian Grand Prix,RUS,81.269266
2023,9,Austrian Grand Prix,OCO,80.5845
2023,9,Austrian Grand Prix,PIA,88.103142
2023,9,Austrian Grand Prix,BOT,79.44975
2023,9,Austrian Grand Prix,PER,90.239538
2023,9,Austrian Grand Prix,TSU,77.905142
2023,9,Austrian Grand Prix,ZHO,76.5118
2023,9,Austrian Grand Prix,SAR,81.572666
2023,9,Austrian Grand Prix,MAG,91.581571
2023,9,Austrian Grand Prix,DEV,82.330285
2023,10,British Grand Prix,VER,102.406166
2023,10,British Grand Prix,NOR,97.82425
2023,10,British Grand Prix,PIA,106.177473
2023,10,British Grand Prix,LEC,103.915888
2023,10,British Grand Prix,SAI,103.4
2023,10,British Grand Prix,RUS,102.029941
2023,10,British Grand Prix,HAM,103.747333
2023,10,British Grand Prix,ALB,102.360222
2023,10,British Grand Prix,ALO,99.854875
2023,10,British Grand Prix,GAS,103.056705
2023,10,British Grand Prix,HUL,104.562083
2023,10,British Grand Prix,STR,102.348846
2023,10,British Grand Prix,OCO,103.882076
2023,10,British Grand Prix,SAR,107.831857
2023,10,British Grand Prix,BOT,99.444714
2023,10,British Grand Prix,PER,106.629625
2023,10,British Grand Prix,TSU,109.970375
2023,10,British Grand Prix,ZHO,103.62875
2023,10,British Grand Prix,DEV,109.297
2023,10,British Grand Prix,MAG,113.9672
2023,11,Hungarian Grand Prix,HAM,95.407642
2023,11,Hungarian Grand Prix,VER,91.221733
2023,11,Hungarian Grand Prix,NOR,93.515866
2023,11,Hungarian Grand Prix,PIA,91.742416
2023,11,Hungarian Grand Prix,ZHO,91.3518
2023,11,Hungarian Grand Prix,LEC,94.029357
2023,11,Hungarian Grand Prix,BOT,93.216076
2023,11,Hungarian Grand Prix,ALO,92.581076
2023,11,Hungarian Grand Prix,PER,96.824812
2023,11,Hungarian Grand Prix,HUL,89.904615
2023,11,Hungarian Grand Prix,SAI,97.556181
2023,11,Hungarian Grand Prix,OCO,93.054727
2023,11,Hungarian Grand Prix,RIC,92.7991
2023,11,Hungarian Grand Prix,STR,95.47823
2023,11,Hungarian Grand Prix,GAS,90.317363
2023,11,Hungarian Grand Prix,ALB,95.227
2023,11,Hungarian Grand Prix,TSU,89.586333
2023,11,Hungarian Grand Prix,RUS,97.908428
2023,11,Hungarian Grand Prix,MAG,95.4995
2023,11,Hungarian Grand Prix,SAR,93.947166
2023,12,Belgian Grand Prix,VER,124.7666
2023,12,Belgian Grand Prix,LEC,123.574285
2023,12,Belgian Grand Prix,PER,123.129071
2023,12,Belgian Grand Prix,HAM,122.0782
2023,12,Belgian Grand Prix,SAI,127.511117
2023,12,Belgian Grand Prix,PIA,122.806857
2023,12,Belgian Grand Prix,NOR,124.1066
2023,12,Belgian Grand Prix,RUS,123.09525
2023,12,Belgian Grand Prix,ALO,127.181066
2023,12,Belgian Grand Prix,STR,127.793571
2023,12,Belgian Grand Prix,TSU,132.7276
2023,12,Belgian Grand Prix,GAS,127.945416
2023,12,Belgian Grand Prix,MAG,131.839
2023,12,Belgian Grand Prix,BOT,129.118416
2023,12,Belgian Grand Prix,OCO,131.383625
2023,12,Belgian Grand Prix,ALB,131.122333
2023,12,Belgian Grand Prix,ZHO,137.1645
2023,12,Belgian Grand Prix,SAR,128.292
2023,12,Belgian Grand Prix,RIC,130.6812
2023,12,Belgian Grand Prix,HUL,125.290666
2023,13,Dutch Grand Prix,VER,90.320166
2023,13,Dutch Grand Prix,NOR,88.675708
2023,13,Dutch Grand Prix,RUS,90.10068
2023,13,Dutch Grand Prix,ALB,91.643086
2023,13,Dutch Grand Prix,ALO,92.097454
2023,13,Dutch Grand Prix,SAI,90.061416
2023,13,Dutch Grand Prix,PER,87.74408
2023,13,Dutch Grand Prix,PIA,92.361782
2023,13,Dutch Grand Prix,LEC,92.66838
2023,13,Dutch Grand Prix,SAR,94.264913
2023,13,Dutch Grand Prix,STR,91.8985
2023,13,Dutch Grand Prix,GAS,95.716631
2023,13,Dutch Grand Prix,HAM,90.722238
2023,13,Dutch Grand Prix,TSU,97.36795
2023,13,Dutch Grand Prix,HUL,88.273375
2023,13,Dutch Grand Prix,ZHO,94.591545
2023,13,Dutch Grand Prix,OCO,91.152363
2023,13,Dutch Grand Prix,MAG,99.902
2023,13,Dutch Grand Prix,BOT,96.184363
2023,13,Dutch Grand Prix,LAW,96.327636
2023,14,Italian Grand Prix,SAI,104.1098
2023,14,Italian Grand Prix,VER,99.6704
2023,14,Italian Grand Prix,LEC,98.257133
2023,14,Italian Grand Prix,RUS,97.728785
2023,14,Italian Grand Prix,PER,94.572285
2023,14,Italian Grand Prix,ALB,94.130214
2023,14,Italian Grand Prix,PIA,93.998823
2023,14,Italian Grand Prix,HAM,94.238307
2023,14,Italian Grand Prix,NOR,92.19875
2023,14,Italian Grand Prix,ALO,96.71925
2023,14,Italian Grand Prix,TSU,94.0374
2023,14,Italian Grand Prix,LAW,95.5611
2023,14,Italian Grand Prix,HUL,91.59308300000001
2023,14,Italian Grand Prix,BOT,94.7024
2023,14,Italian Grand Prix,SAR,95.376454
2023,14,Italian Grand Prix,ZHO,96.7635
2023,14,Italian Grand Prix,GAS,95.2152
2023,14,Italian Grand Prix,OCO,94.699333
2023,14,Italian Grand Prix,MAG,94.062333
2023,14,Italian Grand Prix,STR,94.285
2023,15,Singapore Grand Prix,SAI,107.170833
2023,15,Singapore Grand Prix,RUS,112.028777
2023,15,Singapore Grand Prix,LEC,110.536153
2023,15,Singapore Grand Prix,NOR,113.00775
2023,15,Singapore Grand Prix,HAM,107.758375
2023,15,Singapore Grand Prix,MAG,111.779692
2023,15,Singapore Grand Prix,ALO,105.859555
2023,15,Singapore Grand Prix,OCO,109.879454
2023,15,Singapore Grand Prix,HUL,109.821285
2023,15,Singapore Grand Prix,LAW,108.878833
2023,15,Singapore Grand Prix,VER,107.887222
2023,15,Singapore Grand Prix,GAS,118.662375
2023,15,Singapore Grand Prix,PER,125.975375
2023,15,Singapore Grand Prix,ALB,111.56825
2023,15,Singapore Grand Prix,TSU,116.5588
2023,15,Singapore Grand Prix,BOT,123.687428
2023,15,Singapore Grand Prix,PIA,117.524666
2023,15,Singapore Grand Prix,SAR,109.798
2023,15,Singapore Grand Prix,ZHO,118.588428
2023,15,Singapore Grand Prix,STR,110.936
2023,16,Japanese Grand Prix,VER,99.463714
2023,16,Japanese Grand Prix,PIA,103.645625
2023,16,Japanese Grand Prix,NOR,100.854285
2023,16,Japanese Grand Prix,LEC,105.29825
2023,16,Japanese Grand Prix,PER,103.915545
2023,16,Japanese Grand Prix,SAI,105.935125
2023,16,Japanese Grand Prix,HAM,100.445181
2023,16,Japanese Grand Prix,RUS,104.978555
2023,16,Japanese Grand Prix,TSU,104.117272
2023,16,Japanese Grand Prix,ALO,104.120222
2023,16,Japanese Grand Prix,LAW,103.3821
2023,16,Japanese Grand Prix,GAS,104.676428
2023,16,Japanese Grand Prix,ALB,101.403714
2023,16,Japanese Grand Prix,OCO,103.803285
2023,16,Japanese Grand Prix,MAG,100.1832
2023,16,Japanese Grand Prix,BOT,106.5515
2023,16,Japanese Grand Prix,STR,104.31475
2023,16,Japanese Grand Prix,HUL,100.149
2023,16,Japanese Grand Prix,ZHO,103.062333
2023,17,Qatar Grand Prix,VER,99.07725
2023,17,Qatar Grand Prix,RUS,104.2776
2023,17,Qatar Grand Prix,HAM,100.763307
2023,17,Qatar Grand Prix,ALO,102.204142
2023,17,Qatar Grand Prix,LEC,99.6012
2023,17,Qatar Grand Prix,PIA,98.5155
2023,17,Qatar Grand Prix,GAS,99.02
2023,17,Qatar Grand Prix,OCO,99.324294
2023,17,Qatar Grand Prix,BOT,99.498153
2023,17,Qatar Grand Prix,NOR,100.889866
2023,17,Qatar Grand Prix,TSU,103.111583
2023,17,Qatar Grand Prix,SAI,103.498266
2023,17,Qatar Grand Prix,PER,100.885666
2023,17,Qatar Grand Prix,ALB,98.906181
2023,17,Qatar Grand Prix,HUL,98.496625
2023,17,Qatar Grand Prix,SAR,101.4225
2023,17,Qatar Grand Prix,STR,100.458125
2023,17,Qatar Grand Prix,LAW,102.494375
2023,17,Qatar Grand Prix,MAG,97.089166
2023,17,Qatar Grand Prix,ZHO,99.7785
2023,18,United States Grand Prix,LEC,110.913866
2023,18,United States Grand Prix,NOR,110.703142
2023,18,United States Grand Prix,HAM,107.218166
2023,18,United States Grand Prix,SAI,110.886
2023,18,United States Grand Prix,RUS,110.054363
2023,18,United States Grand Prix,VER,105.22325
2023,18,United States Grand Prix,GAS,107.432545
2023,18,United States Grand Prix,OCO,108.134
2023,18,United States Grand Prix,PER,109.7088
2023,18,United States Grand Prix,PIA,110.498
2023,18,United States Grand Prix,TSU,108.133125
2023,18,United States Grand Prix,ZHO,112.334
2023,18,United States Grand Prix,BOT,112.756
2023,18,United States Grand Prix,MAG,107.076375
2023,18,United States Grand Prix,RIC,107.993875
2023,18,United States Grand Prix,HUL,106.18425
2023,18,United States Grand Prix,ALO,113.688166
2023,18,United States Grand Prix,ALB,108.3495
2023,18,United States Grand Prix,STR,108.402833
2023,18,United States Grand Prix,SAR,105.1434
2023,19,Mexico City Grand Prix,LEC,89.743636
2023,19,Mexico City Grand Prix,SAI,91.005363
2023,19,Mexico City Grand Prix,VER,89.0732
2023,19,Mexico City Grand Prix,RIC,89.599
2023,19,Mexico City Grand Prix,PER,89.679222
2023,19,Mexico City Grand Prix,HAM,91.544454
2023,19,Mexico City Grand Prix,PIA,90.196416
